product_id,name,category,subcategory,brand,description,price_npr,avg_rating,rating_count,tags,image_url,is_new_arrival,in_stock,is_cold_item
P0011,Sagarmatha Bedding 11,Kitchen & Home,Bedding,Sagarmatha,Bedding made for Nepali shoppers with reliable quality and local style.,9800,3.6,74,"kitchen & home, bedding, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%23B5750F%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EBedding%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EKitchen%20%26%20Home%3C/text%3E%3C/svg%3E",False,True,False
P0012,Sagarmatha Woodcraft 12,Handicrafts & Art,Woodcraft,Sagarmatha,Woodcraft made for Nepali shoppers with reliable quality and local style.,2500,4.3,272,"handicrafts & art, woodcraft, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%238B3E1E%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EWoodcraft%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EHandicrafts%20%26%20Art%3C/text%3E%3C/svg%3E",False,True,False
P0013,Lalitpur Looms Daura Suruwal 13,Traditional Attire,Daura Suruwal,Lalitpur Looms,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,899,3.8,247,"traditional attire, daura suruwal, nepal, lalitpur looms, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%236B3119%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EDaura%20Suruwal%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3ETraditional%20Attire%3C/text%3E%3C/svg%3E",False,False,False
P0014,Sagarmatha Kurta 14,Traditional Attire,Kurta,Sagarmatha,Kurta made for Nepali shoppers with reliable quality and local style.,4200,3.6,200,"traditional attire, kurta, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%236B3119%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EKurta%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3ETraditional%20Attire%3C/text%3E%3C/svg%3E",False,True,False
P0015,Himalaya Spices 15,Daily Groceries,Spices,Himalaya,Spices made for Nepali shoppers with reliable quality and local style.,350,3.7,190,"daily groceries, spices, nepal, himalaya, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESpices%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0016,NepTech Sunglasses 16,Fashion & Accessories,Sunglasses,NepTech,Sunglasses made for Nepali shoppers with reliable quality and local style.,14500,4.4,408,"fashion & accessories, sunglasses, nepal, neptech, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESunglasses%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",False,True,False
P0017,Himalaya Dhaka Topi 17,Traditional Attire,Dhaka Topi,Himalaya,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,1800,4.3,400,"traditional attire, dhaka topi, nepal, himalaya, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%236B3119%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EDhaka%20Topi%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3ETraditional%20Attire%3C/text%3E%3C/svg%3E",False,True,False
P0018,Janakpur Mart Spices 18,Daily Groceries,Spices,Janakpur Mart,Spices made for Nepali shoppers with reliable quality and local style.,899,4.1,251,"daily groceries, spices, nepal, janakpur mart, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESpices%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0019,NepTech Spices 19,Daily Groceries,Spices,NepTech,Spices made for Nepali shoppers with reliable quality and local style.,550,4.5,218,"daily groceries, spices, nepal, neptech, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%233F7D3A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESpices%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EDaily%20Groceries%3C/text%3E%3C/svg%3E",False,True,False
P0020,Himalaya Thangka 20,Handicrafts & Art,Thangka,Himalaya,Thangka made for Nepali shoppers with reliable quality and local style.,550,4.2,375,"handicrafts & art, thangka, nepal, himalaya, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%238B3E1E%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EThangka%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EHandicrafts%20%26%20Art%3C/text%3E%3C/svg%3E",False,True,False
P0021,Sagarmatha Shoes 21,Fashion & Accessories,Shoes,Sagarmatha,Shoes made for Nepali shoppers with reliable quality and local style.,1250,3.5,146,"fashion & accessories, shoes, nepal, sagarmatha, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EShoes%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",False,True,False
P0022,Himalaya Saree 22,Traditional Attire,Saree,Himalaya,Saree made for Nepali shoppers with reliable quality and local style.,1250,3.8,368,"traditional attire, saree, nepal, himalaya, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%236B3119%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3ESaree%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3ETraditional%20Attire%3C/text%3E%3C/svg%3E",False,False,False
P0023,Lalitpur Looms Bedding 23,Kitchen & Home,Bedding,Lalitpur Looms,Bedding made for Nepali shoppers with reliable quality and local style.,6500,4.2,109,"kitchen & home, bedding, nepal, lalitpur looms, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%23B5750F%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EBedding%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EKitchen%20%26%20Home%3C/text%3E%3C/svg%3E",False,True,False
P0024,Kathmandu Craft Jewellery 24,Fashion & Accessories,Jewellery,Kathmandu Craft,Jewellery made for Nepali shoppers with reliable quality and local style.,14500,3.6,274,"fashion & accessories, jewellery, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EJewellery%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",False,True,False
P0025,Kathmandu Craft Accessories 25,Electronics,Accessories,Kathmandu Craft,Accessories made for Nepali shoppers with reliable quality and local style.,1250,4.0,72,"electronics, accessories, nepal, kathmandu craft, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%2338598C%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EAccessories%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EElectronics%3C/text%3E%3C/svg%3E",False,True,False
P0026,Janakpur Mart Jewellery 26,Fashion & Accessories,Jewellery,Janakpur Mart,Jewellery made for Nepali shoppers with reliable quality and local style.,4200,4.1,120,"fashion & accessories, jewellery, nepal, janakpur mart, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EJewellery%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",False,True,False
P0027,NepTech Bags 27,Fashion & Accessories,Bags,NepTech,Bags made for Nepali shoppers with reliable quality and local style.,1250,4.2,316,"fashion & accessories, bags, nepal, neptech, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EBags%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",False,False,False
P0028,NepTech Shoes 28,Fashion & Accessories,Shoes,NepTech,Shoes made for Nepali shoppers with reliable quality and local style.,350,3.6,285,"fashion & accessories, shoes, nepal, neptech, gift","data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A//www.w3.org/2000/svg%22%20width%3D%22400%22%20height%3D%22400%22%3E%3Crect%20width%3D%22400%22%20height%3D%22400%22%20fill%3D%22%237E301A%22/%3E%3Ctext%20x%3D%22200%22%20y%3D%22190%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2228%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%3EShoes%3C/text%3E%3Ctext%20x%3D%22200%22%20y%3D%22224%22%20font-family%3D%22Georgia%2Cserif%22%20font-size%3D%2214%22%20fill%3D%22%23F8F3E9%22%20text-anchor%3D%22middle%22%20opacity%3D%220.75%22%3EFashion%20%26%20Accessories%3C/text%3E%3C/svg%3E",False,False,False
